1,4,D,I,M,0
4,7,D,VI,D7,0
7,13,D,II,m,0
13,19,D,V,D7,0
19,22,D,III,d,0
22,28,D,I,M,0
28,31,D,bIII,d,0
31,37,D,II,m,0
37,43,D,V,D7,0
43,46,D,bIII,d,0
46,49,D,V,D7,0
49,52,D,I,M,0
52,55,D,VI,D7,0
55,61,D,II,m,0
61,67,D,III,D7,0
67,70,D,V,m,0
70,73,D,I,D7,0
73,76,D,IV,M,0
76,79,D,bVII,M,0
79,82,D,III,m,0
82,85,D,VI,D7,0
85,88,D,II,m,0
88,91,D,V,D7,0
91,97,D,I,M,0
97,100,b,I,m,0
100,103,b,I,D7,0
103,109,b,IV,m,0
109,115,b,V,D7,0
115,118,b,IV,m,0
118,121,b,I,m,0
121,127,b,I,D7,0
127,133,b,IV,m,0
133,136,b,I,m,0
136,139,b,V,D7,0
139,151,b,I,m,0
151,154,G,I,M,0
154,157,G,I,unknown,0
157,163,G,II,m,0
163,169,G,V,D7,0
169,172,G,#II,d,0
172,178,G,I,M,0
178,181,G,bVI,d,0
181,184,G,VI,m,0
184,187,G,VII,D7,0
187,190,G,III,m,0
190,193,G,VII,D7,0
193,196,G,III,m,0
196,199,G,V,D7,0
199,202,G,I,M,0
202,205,G,I,unknown,0
205,211,G,II,m,0
211,217,G,V,D7,0
217,220,G,#II,d,0
220,226,G,I,M,0
226,229,G,I,unknown,0
229,235,G,IV,M,0
235,238,G,I,M,0
238,241,G,V,D7,0
241,247,G,I,M,0
